event_code,event_name,timestamp,trial_number,trial_type
7,Lick,196.90420851954875,20,1
7,Lick,197.60569334676228,20,1
5,Reward On,197.6087822771789,20,1
4,Odor Off,197.6087822771789,20,1
7,Lick,197.991927135575,20,1
6,Reward Off,198.1087822771789,20,1
7,Lick,198.3704941645863,20,1
7,Lick,198.44538177029534,20,1
7,Lick,199.2284024604944,20,1
7,Lick,199.3049592295457,20,1
7,Lick,200.08306406178963,20,1
7,Lick,200.1741392778589,20,1
7,Lick,200.25590317111818,20,1
7,Lick,200.3284082404022,20,1
7,Lick,200.41739440942362,20,1
2,Trial End,201.41739440942362,20,1
