event_code,event_name,timestamp,trial_number,trial_type
2,Trial End,41.52278760968556,4,2
1,Trial Start,41.52278760968556,5,1
4,Odor Off,41.83958458071646,4,2
7,Lick,42.17610105965169,5,1
7,Lick,42.28411533835933,5,1
3,Odor On,46.17352298190197,5,1
7,Lick,47.391987123434326,5,1
7,Lick,48.171768833249466,5,1
4,Odor Off,48.17352298190197,5,1
5,Reward On,48.17352298190197,5,1
6,Reward Off,48.67352298190197,5,1
7,Lick,48.76186077480861,5,1
7,Lick,49.32679759384614,5,1
7,Lick,49.717796657944035,5,1
7,Lick,50.10154884715784,5,1
7,Lick,50.47067527505339,5,1
7,Lick,50.56301126595156,5,1
7,Lick,50.633486948258856,5,1
2,Trial End,51.633486948258856,5,1
1,Trial Start,51.633486948258856,6,2
7,Lick,54.65113786284082,6,2
3,Odor On,56.15871435018535,6,2
7,Lick,57.03966306325039,6,2
4,Odor Off,58.15871435018535,6,2
7,Lick,60.650470877765926,6,2
2,Trial End,61.650470877765926,6,2
1,Trial Start,61.650470877765926,7,2
3,Odor On,66.51633101771158,7,2
4,Odor Off,68.51633101771158,7,2
7,Lick,69.51588557129419,7,2
2,Trial End,70.51588557129419,7,2
1,Trial Start,70.51588557129419,8,2
3,Odor On,75.26817790646327,8,2
4,Odor Off,77.26817790646327,8,2
2,Trial End,82.26817790646327,8,2
1,Trial Start,82.26817790646327,9,2
3,Odor On,87.1208912782292,9,2
4,Odor Off,89.1208912782292,9,2
7,Lick,91.61565043923065,9,2
2,Trial End,92.61565043923065,9,2
1,Trial Start,92.61565043923065,10,1
7,Lick,93.27836621362705,10,1
7,Lick,95.70958723644193,10,1
3,Odor On,97.78309879908528,10,1
7,Lick,97.79905915905876,10,1
4,Odor Off,99.78309879908528,10,1
5,Reward On,99.78309879908528,10,1
7,Lick,100.18239871406058,10,1
6,Reward Off,100.28309879908528,10,1
7,Lick,100.55344081139047,10,1
7,Lick,100.93580850506861,10,1
7,Lick,101.01581230688272,10,1
7,Lick,101.09581747595695,10,1
7,Lick,101.1893560459859,10,1
7,Lick,101.25951542625009,10,1
7,Lick,101.83668532162022,10,1
7,Lick,102.21814481874677,10,1
7,Lick,102.2999549198723,10,1
7,Lick,102.67767073488959,10,1
2,Trial End,103.67767073488959,10,1
1,Trial Start,103.67767073488959,11,1
7,Lick,104.9926233732373,11,1
3,Odor On,108.9868982663177,11,1
7,Lick,109.30402967190842,11,1
4,Odor Off,110.9868982663177,11,1
5,Reward On,110.9868982663177,11,1
7,Lick,111.38142004188643,11,1
7,Lick,111.46290537621219,11,1
6,Reward Off,111.4868982663177,11,1
7,Lick,112.23695515982749,11,1
7,Lick,112.63273809326014,11,1
7,Lick,113.00167075673703,11,1
7,Lick,113.8094373788498,12,2
2,Trial End,114.00167075673703,11,1
1,Trial Start,114.00167075673703,12,2
7,Lick,118.23946448075587,12,2
3,Odor On,118.81742763154833,12,2
4,Odor Off,120.81742763154833,12,2
7,Lick,122.32637575850949,12,2
7,Lick,125.23516913713898,12,2
2,Trial End,126.23516913713898,12,2
1,Trial Start,126.23516913713898,13,2
3,Odor On,130.76058527255262,13,2
4,Odor Off,132.76058527255262,13,2
7,Lick,135.7674109309241,13,2
7,Lick,135.88563803555826,13,2
7,Lick,135.99257726624964,13,2
7,Lick,136.11429766751985,13,2
7,Lick,136.24493208668517,13,2
2,Trial End,137.24493208668517,13,2
1,Trial Start,137.24493208668517,14,1
7,Lick,142.35770796033626,14,1
3,Odor On,142.37034431111047,14,1
7,Lick,142.4811762437079,14,1
7,Lick,142.556588420235,14,1
7,Lick,143.0531557380764,14,1
5,Reward On,144.37034431111047,14,1
4,Odor Off,144.37034431111047,14,1
7,Lick,144.57184720954658,14,1
6,Reward Off,144.87034431111047,14,1
7,Lick,144.95088887105672,14,1
7,Lick,145.03808720822136,14,1
7,Lick,145.81823178632308,14,1
7,Lick,146.19748926860578,14,1
7,Lick,146.77273005101543,14,1
7,Lick,146.8523338634609,14,1
7,Lick,146.93798447892507,14,1
7,Lick,147.0052962977179,14,1
7,Lick,147.3736374657786,14,1
1,Trial Start,148.3736374657786,15,1
2,Trial End,148.3736374657786,14,1
3,Odor On,153.4400129590178,15,1
7,Lick,153.73111729963807,15,1
7,Lick,154.53637020154326,15,1
5,Reward On,155.4400129590178,15,1
4,Odor Off,155.4400129590178,15,1
7,Lick,155.8315404208759,15,1
7,Lick,155.91523629310706,15,1
6,Reward Off,155.9400129590178,15,1
7,Lick,156.50909740446974,15,1
7,Lick,157.0862784638382,15,1
7,Lick,157.15149304287013,15,1
7,Lick,157.53158819400363,15,1
7,Lick,157.9236281696026,15,1
7,Lick,159.9450899390412,15,1
2,Trial End,160.9450899390412,15,1
1,Trial Start,160.9450899390412,16,2
7,Lick,165.2009331690004,16,2
7,Lick,165.68829882585845,16,2
3,Odor On,165.6949565406837,16,2
2,Trial End,166.68829882585845,16,2
1,Trial Start,166.68829882585845,17,1
7,Lick,166.7660687107913,17,1
7,Lick,167.68436167783764,17,1
4,Odor Off,167.6949565406837,16,2
7,Lick,167.8184798513689,17,1
3,Odor On,171.26903574800016,17,1
7,Lick,171.86748635154876,17,1
4,Odor Off,173.26903574800016,17,1
5,Reward On,173.26903574800016,17,1
7,Lick,173.4722828415072,17,1
6,Reward Off,173.76903574800016,17,1
7,Lick,175.24796554907616,17,1
7,Lick,177.45099174780503,17,1
7,Lick,177.55461158349343,17,1
7,Lick,177.6735761981214,17,1
7,Lick,177.7649004800438,17,1
7,Lick,177.87595967078397,17,1
2,Trial End,178.87595967078397,17,1
1,Trial Start,178.87595967078397,18,1
7,Lick,182.13145315299724,18,1
3,Odor On,183.63998387528582,18,1
7,Lick,185.42717815081855,18,1
4,Odor Off,185.63998387528582,18,1
5,Reward On,185.63998387528582,18,1
7,Lick,185.64934430473,18,1
7,Lick,185.71611876625664,18,1
6,Reward Off,186.13998387528582,18,1
7,Lick,186.30711906441064,18,1
7,Lick,189.8475178853574,18,1
2,Trial End,190.8475178853574,18,1
1,Trial Start,190.8475178853574,19,2
3,Odor On,195.8777232904326,19,2
7,Lick,195.88742337921255,19,2
7,Lick,195.96448872057732,19,2
7,Lick,196.08461662121454,19,2
4,Odor Off,197.8777232904326,19,2
7,Lick,201.37410613806045,19,2
2,Trial End,202.37410613806045,19,2
1,Trial Start,202.37410613806045,20,2
3,Odor On,207.8574853583119,20,2
4,Odor Off,209.8574853583119,20,2
7,Lick,211.85721796426287,20,2
2,Trial End,212.85721796426287,20,2
